Rank,EntryId,EntryName,TimeRemaining,Points,Lineup,,Player,Roster Position,%Drafted,FPTS
2260,1586056631,SmokeMoney420,0,262.25,P Rafael Nadal P Bianca Vanessa Andreescu P Naomi Osaka P Diego Sebastian Schwartzman P Julia Goerges P Pablo Andujar,,,,,
2260,1586073602,Skipbidder (77/94),0,262.25,P Rafael Nadal P Bianca Vanessa Andreescu P Naomi Osaka P Diego Sebastian Schwartzman P Julia Goerges P Pablo Andujar,,,,,
2260,1586094910,lbressan (2/9),0,262.25,P Rafael Nadal P Bianca Vanessa Andreescu P Naomi Osaka P Diego Sebastian Schwartzman P Julia Goerges P Pablo Andujar,,,,,
2267,1586080164,pianoclub (80/94),0,262.2,P Rafael Nadal P Bianca Vanessa Andreescu P Alexander Zverev P Julia Goerges P Matteo Berrettini P Pablo Andujar,,,,,
2268,1586080110,pianoclub (26/94),0,262.15,P Bianca Vanessa Andreescu P Elise Mertens P Naomi Osaka P Alexander Zverev P Matteo Berrettini P Pablo Andujar,,,,,
2268,1586077528,Ramboh (24/94),0,262.15,P Bianca Vanessa Andreescu P Elise Mertens P Naomi Osaka P Donna Vekic P Alexander Zverev P Marin Cilic,,,,,
2268,1586080135,pianoclub (51/94),0,262.15,P Bianca Vanessa Andreescu P Elise Mertens P Naomi Osaka P Donna Vekic P Alexander Zverev P Marin Cilic,,,,,
2271,1586114444,dhschaff (5/11),0,262,P Gael Monfils P Bianca Vanessa Andreescu P Andrey Rublev P Diego Sebastian Schwartzman P Kristie Haerim Ahn P Marin Cilic,,,,,
2272,1586129865,dominicaninja (25/41),0,261.4,P Gael Monfils P Andrey Rublev P Donna Vekic P Belinda Bencic P Kristie Haerim Ahn P Taylor Townsend,,,,,
2273,1585915617,Fantasy.Soto (8/22),0,261.05,P Gael Monfils P Elise Mertens P Andrey Rublev P Alexander Zverev P Julia Goerges P Taylor Townsend,,,,,
2273,1586073606,Skipbidder (81/94),0,261.05,P Gael Monfils P Elise Mertens P Andrey Rublev P Alexander Zverev P Julia Goerges P Taylor Townsend,,,,,
2273,1586192238,bric75 (88/94),0,261.05,P Gael Monfils P Elise Mertens P Andrey Rublev P Alexander Zverev P Julia Goerges P Taylor Townsend,,,,,
2276,1585926008,mi32868,0,260.05,P Rafael Nadal P Naomi Osaka P Andrey Rublev P Donna Vekic P Diego Sebastian Schwartzman P Taylor Townsend,,,,,
2276,1586084317,Ramboh (67/94),0,260.05,P Rafael Nadal P Naomi Osaka P Andrey Rublev P Donna Vekic P Diego Sebastian Schwartzman P Taylor Townsend,,,,,
2276,1586178425,Microchaotic (3/5),0,260.05,P Rafael Nadal P Naomi Osaka P Andrey Rublev P Donna Vekic P Diego Sebastian Schwartzman P Taylor Townsend,,,,,
2276,1586192236,bric75 (86/94),0,260.05,P Rafael Nadal P Naomi Osaka P Andrey Rublev P Donna Vekic P Diego Sebastian Schwartzman P Taylor Townsend,,,,,
2276,1586194086,HalfwayGood1992,0,260.05,P Rafael Nadal P Naomi Osaka P Andrey Rublev P Donna Vekic P Diego Sebastian Schwartzman P Taylor Townsend,,,,,
2281,1585928779,bringthenoise23 (1/6),0,259.5,P Rafael Nadal P Elise Mertens P Naomi Osaka P Andrey Rublev P Diego Sebastian Schwartzman P Pablo Andujar,,,,,
2281,1585979157,MsCubaRican (1/2),0,259.5,P Rafael Nadal P Elise Mertens P Naomi Osaka P Andrey Rublev P Diego Sebastian Schwartzman P Pablo Andujar,,,,,
2281,1585986233,MsCubaRican (2/2),0,259.5,P Rafael Nadal P Elise Mertens P Naomi Osaka P Andrey Rublev P Diego Sebastian Schwartzman P Pablo Andujar,,,,,
2281,1586003644,LoganLammerant (1/2),0,259.5,P Rafael Nadal P Elise Mertens P Naomi Osaka P Andrey Rublev P Diego Sebastian Schwartzman P Pablo Andujar,,,,,
2281,1586035127,atmflash,0,259.5,P Rafael Nadal P Elise Mertens P Naomi Osaka P Andrey Rublev P Diego Sebastian Schwartzman P Pablo Andujar,,,,,
2281,1586047607,otis416,0,259.5,P Rafael Nadal P Elise Mertens P Naomi Osaka P Andrey Rublev P Diego Sebastian Schwartzman P Pablo Andujar,,,,,
2281,1586073593,Skipbidder (68/94),0,259.5,P Rafael Nadal P Elise Mertens P Naomi Osaka P Andrey Rublev P Diego Sebastian Schwartzman P Pablo Andujar,,,,,
2281,1586077341,7eleven7 (1/4),0,259.5,P Rafael Nadal P Elise Mertens P Naomi Osaka P Andrey Rublev P Diego Sebastian Schwartzman P Pablo Andujar,,,,,
2281,1586097138,Trebor1984 (2/2),0,259.5,P Rafael Nadal P Elise Mertens P Naomi Osaka P Andrey Rublev P Diego Sebastian Schwartzman P Pablo Andujar,,,,,
2281,1586105143,gymrat1,0,259.5,P Rafael Nadal P Elise Mertens P Naomi Osaka P Andrey Rublev P Diego Sebastian Schwartzman P Pablo Andujar,,,,,
2281,1586118265,dkw793 (17/30),0,259.5,P Rafael Nadal P Elise Mertens P Naomi Osaka P Andrey Rublev P Diego Sebastian Schwartzman P Pablo Andujar,,,,,
2281,1586118467,shaldogg,0,259.5,P Rafael Nadal P Elise Mertens P Naomi Osaka P Andrey Rublev P Diego Sebastian Schwartzman P Pablo Andujar,,,,,
2281,1586137339,Clangers (3/10),0,259.5,P Rafael Nadal P Elise Mertens P Naomi Osaka P Andrey Rublev P Diego Sebastian Schwartzman P Pablo Andujar,,,,,
2281,1586166754,beejay1975,0,259.5,P Rafael Nadal P Elise Mertens P Naomi Osaka P Andrey Rublev P Diego Sebastian Schwartzman P Pablo Andujar,,,,,
2281,1586177230,garvchris (1/10),0,259.5,P Rafael Nadal P Elise Mertens P Naomi Osaka P Andrey Rublev P Diego Sebastian Schwartzman P Pablo Andujar,,,,,
2281,1586177727,kkjsempire,0,259.5,P Rafael Nadal P Elise Mertens P Naomi Osaka P Andrey Rublev P Diego Sebastian Schwartzman P Pablo Andujar,,,,,
2281,1586191880,egriffith80 (10/17),0,259.5,P Rafael Nadal P Elise Mertens P Naomi Osaka P Andrey Rublev P Diego Sebastian Schwartzman P Pablo Andujar,,,,,
2281,1586192191,bric75 (41/94),0,259.5,P Rafael Nadal P Elise Mertens P Naomi Osaka P Andrey Rublev P Diego Sebastian Schwartzman P Pablo Andujar,,,,,
2281,1586196184,Julian2018,0,259.5,P Rafael Nadal P Elise Mertens P Naomi Osaka P Andrey Rublev P Diego Sebastian Schwartzman P Pablo Andujar,,,,,
2281,1586210591,tommalak,0,259.5,P Rafael Nadal P Elise Mertens P Naomi Osaka P Andrey Rublev P Diego Sebastian Schwartzman P Pablo Andujar,,,,,
2301,1586129852,dominicaninja (12/41),0,259.1,P Rafael Nadal P Naomi Osaka P Donna Vekic P Matteo Berrettini P Kristie Haerim Ahn P Taylor Townsend,,,,,
2302,1586068142,timurwin (8/12),0,258.55,P Rafael Nadal P Gael Monfils P Andrey Rublev P Alexander Zverev P Belinda Bencic P Kristie Haerim Ahn,,,,,
2302,1586072225,JubPapa (4/20),0,258.55,P Rafael Nadal P Gael Monfils P Andrey Rublev P Alexander Zverev P Belinda Bencic P Kristie Haerim Ahn,,,,,
2302,1586125579,msg365 (69/94),0,258.55,P Rafael Nadal P Gael Monfils P Andrey Rublev P Alexander Zverev P Belinda Bencic P Kristie Haerim Ahn,,,,,
2302,1586192234,bric75 (84/94),0,258.55,P Rafael Nadal P Gael Monfils P Andrey Rublev P Alexander Zverev P Belinda Bencic P Kristie Haerim Ahn,,,,,
2306,1586002585,kreeseshep,0,258.05,P Rafael Nadal P Bianca Vanessa Andreescu P Andrey Rublev P Diego Sebastian Schwartzman P Julia Goerges P Kristie Haerim Ahn,,,,,
2306,1586053800,kekambasdfs,0,258.05,P Rafael Nadal P Bianca Vanessa Andreescu P Andrey Rublev P Diego Sebastian Schwartzman P Julia Goerges P Kristie Haerim Ahn,,,,,
2306,1586059928,skyler95 (1/2),0,258.05,P Rafael Nadal P Bianca Vanessa Andreescu P Andrey Rublev P Diego Sebastian Schwartzman P Julia Goerges P Kristie Haerim Ahn,,,,,
2306,1586085386,jimcuniff (2/2),0,258.05,P Rafael Nadal P Bianca Vanessa Andreescu P Andrey Rublev P Diego Sebastian Schwartzman P Julia Goerges P Kristie Haerim Ahn,,,,,
2306,1586086787,BroncoMurph (1/2),0,258.05,P Rafael Nadal P Bianca Vanessa Andreescu P Andrey Rublev P Diego Sebastian Schwartzman P Julia Goerges P Kristie Haerim Ahn,,,,,
2306,1586096812,yetisalmon (3/3),0,258.05,P Rafael Nadal P Bianca Vanessa Andreescu P Andrey Rublev P Diego Sebastian Schwartzman P Julia Goerges P Kristie Haerim Ahn,,,,,
2306,1586096969,jeffdraftking,0,258.05,P Rafael Nadal P Bianca Vanessa Andreescu P Andrey Rublev P Diego Sebastian Schwartzman P Julia Goerges P Kristie Haerim Ahn,,,,,
2306,1586110004,dictator_teddy (12/94),0,258.05,P Rafael Nadal P Bianca Vanessa Andreescu P Andrey Rublev P Diego Sebastian Schwartzman P Julia Goerges P Kristie Haerim Ahn,,,,,
2306,1586119499,FULHAMERICA_FC (6/9),0,258.05,P Rafael Nadal P Bianca Vanessa Andreescu P Andrey Rublev P Diego Sebastian Schwartzman P Julia Goerges P Kristie Haerim Ahn,,,,,
2306,1586124801,yayo1986 (11/16),0,258.05,P Rafael Nadal P Bianca Vanessa Andreescu P Andrey Rublev P Diego Sebastian Schwartzman P Julia Goerges P Kristie Haerim Ahn,,,,,
2306,1586125580,msg365 (70/94),0,258.05,P Rafael Nadal P Bianca Vanessa Andreescu P Andrey Rublev P Diego Sebastian Schwartzman P Julia Goerges P Kristie Haerim Ahn,,,,,
2306,1586146524,thelionking2000,0,258.05,P Rafael Nadal P Bianca Vanessa Andreescu P Andrey Rublev P Diego Sebastian Schwartzman P Julia Goerges P Kristie Haerim Ahn,,,,,
2306,1586150296,eagles2928,0,258.05,P Rafael Nadal P Bianca Vanessa Andreescu P Andrey Rublev P Diego Sebastian Schwartzman P Julia Goerges P Kristie Haerim Ahn,,,,,
2306,1586155774,debwater (2/2),0,258.05,P Rafael Nadal P Bianca Vanessa Andreescu P Andrey Rublev P Diego Sebastian Schwartzman P Julia Goerges P Kristie Haerim Ahn,,,,,
2306,1586161945,BadAtBetting (2/2),0,258.05,P Rafael Nadal P Bianca Vanessa Andreescu P Andrey Rublev P Diego Sebastian Schwartzman P Julia Goerges P Kristie Haerim Ahn,,,,,
2306,1586171310,tparker100 (4/6),0,258.05,P Rafael Nadal P Bianca Vanessa Andreescu P Andrey Rublev P Diego Sebastian Schwartzman P Julia Goerges P Kristie Haerim Ahn,,,,,
2306,1586178472,sammer44 (1/3),0,258.05,P Rafael Nadal P Bianca Vanessa Andreescu P Andrey Rublev P Diego Sebastian Schwartzman P Julia Goerges P Kristie Haerim Ahn,,,,,
2306,1586178512,sammer44 (2/3),0,258.05,P Rafael Nadal P Bianca Vanessa Andreescu P Andrey Rublev P Diego Sebastian Schwartzman P Julia Goerges P Kristie Haerim Ahn,,,,,
2306,1586184191,sammer44 (3/3),0,258.05,P Rafael Nadal P Bianca Vanessa Andreescu P Andrey Rublev P Diego Sebastian Schwartzman P Julia Goerges P Kristie Haerim Ahn,,,,,
2306,1586187350,dhschaff (7/11),0,258.05,P Rafael Nadal P Bianca Vanessa Andreescu P Andrey Rublev P Diego Sebastian Schwartzman P Julia Goerges P Kristie Haerim Ahn,,,,,
2306,1586189310,bowensml22 (7/9),0,258.05,P Rafael Nadal P Bianca Vanessa Andreescu P Andrey Rublev P Diego Sebastian Schwartzman P Julia Goerges P Kristie Haerim Ahn,,,,,
2306,1586204284,mbabington,0,258.05,P Rafael Nadal P Bianca Vanessa Andreescu P Andrey Rublev P Diego Sebastian Schwartzman P Julia Goerges P Kristie Haerim Ahn,,,,,
2328,1586125598,msg365 (88/94),0,257.3,P Rafael Nadal P Andrey Rublev P Diego Sebastian Schwartzman P Julia Goerges P Belinda Bencic P Kristie Haerim Ahn,,,,,
2329,1586029311,Adamadam87,0,256.9,P Rafael Nadal P Bianca Vanessa Andreescu P Naomi Osaka P Andrey Rublev P Diego Sebastian Schwartzman P Marin Cilic,,,,,
2330,1585955130,agak79 (2/2),0,255.7,P Gael Monfils P Naomi Osaka P Andrey Rublev P Diego Sebastian Schwartzman P Julia Goerges P Taylor Townsend,,,,,
2331,1586119651,abrielle14,0,255.35,P Rafael Nadal P Gael Monfils P Bianca Vanessa Andreescu P Naomi Osaka P Kristie Haerim Ahn P Pablo Andujar,,,,,
2331,1586123543,urboi-gmoney (2/3),0,255.35,P Rafael Nadal P Gael Monfils P Bianca Vanessa Andreescu P Naomi Osaka P Kristie Haerim Ahn P Pablo Andujar,,,,,
2331,1586170540,bustednose (2/5),0,255.35,P Rafael Nadal P Gael Monfils P Bianca Vanessa Andreescu P Naomi Osaka P Kristie Haerim Ahn P Pablo Andujar,,,,,
2331,1586187179,deSean1020,0,255.35,P Rafael Nadal P Gael Monfils P Bianca Vanessa Andreescu P Naomi Osaka P Kristie Haerim Ahn P Pablo Andujar,,,,,
2335,1585924137,KingCatasus (1/4),0,255,P Rafael Nadal P Bianca Vanessa Andreescu P Andrey Rublev P Diego Sebastian Schwartzman P Julia Goerges P Pablo Andujar,,,,,
2335,1586011693,RetroFury (4/14),0,255,P Rafael Nadal P Bianca Vanessa Andreescu P Andrey Rublev P Diego Sebastian Schwartzman P Julia Goerges P Pablo Andujar,,,,,
2335,1586174490,Amateur711 (4/7),0,255,P Rafael Nadal P Bianca Vanessa Andreescu P Andrey Rublev P Diego Sebastian Schwartzman P Julia Goerges P Pablo Andujar,,,,,
2338,1585930429,davielhorn (1/2),0,254.95,P Bianca Vanessa Andreescu P Elise Mertens P Naomi Osaka P Andrey Rublev P Diego Sebastian Schwartzman P Pablo Andujar,,,,,
2338,1586027503,frig_10 (1/2),0,254.95,P Bianca Vanessa Andreescu P Elise Mertens P Naomi Osaka P Andrey Rublev P Diego Sebastian Schwartzman P Pablo Andujar,,,,,
2338,1586059250,maelfin,0,254.95,P Bianca Vanessa Andreescu P Elise Mertens P Naomi Osaka P Andrey Rublev P Diego Sebastian Schwartzman P Pablo Andujar,,,,,
2338,1586077704,7eleven7 (3/4),0,254.95,P Bianca Vanessa Andreescu P Elise Mertens P Naomi Osaka P Andrey Rublev P Diego Sebastian Schwartzman P Pablo Andujar,,,,,
2338,1586192243,bric75 (93/94),0,254.95,P Bianca Vanessa Andreescu P Elise Mertens P Naomi Osaka P Andrey Rublev P Diego Sebastian Schwartzman P Pablo Andujar,,,,,
2338,1586012420,luckychuck,0,254.95,P Bianca Vanessa Andreescu P Naomi Osaka P Andrey Rublev P Donna Vekic P Alexander Zverev P Matteo Berrettini,,,,,
2338,1586110155,adel00 (1/2),0,254.95,P Bianca Vanessa Andreescu P Naomi Osaka P Andrey Rublev P Donna Vekic P Alexander Zverev P Matteo Berrettini,,,,,
2338,1586116089,Srekcap,0,254.95,P Bianca Vanessa Andreescu P Naomi Osaka P Andrey Rublev P Donna Vekic P Alexander Zverev P Matteo Berrettini,,,,,
2338,1586166585,EVANA1108,0,254.95,P Bianca Vanessa Andreescu P Naomi Osaka P Andrey Rublev P Donna Vekic P Alexander Zverev P Matteo Berrettini,,,,,
2347,1585903544,flashflash (1/5),0,254.8,P Rafael Nadal P Gael Monfils P Naomi Osaka P Alexander Zverev P Julia Goerges P Taylor Townsend,,,,,
2347,1585922793,Ncello21 (2/2),0,254.8,P Rafael Nadal P Gael Monfils P Naomi Osaka P Alexander Zverev P Julia Goerges P Taylor Townsend,,,,,
2347,1585924985,SlickSlocs,0,254.8,P Rafael Nadal P Gael Monfils P Naomi Osaka P Alexander Zverev P Julia Goerges P Taylor Townsend,,,,,
2347,1585996350,jamylaura23,0,254.8,P Rafael Nadal P Gael Monfils P Naomi Osaka P Alexander Zverev P Julia Goerges P Taylor Townsend,,,,,
2347,1585997795,WebBull,0,254.8,P Rafael Nadal P Gael Monfils P Naomi Osaka P Alexander Zverev P Julia Goerges P Taylor Townsend,,,,,
2347,1586009355,jackmanjr,0,254.8,P Rafael Nadal P Gael Monfils P Naomi Osaka P Alexander Zverev P Julia Goerges P Taylor Townsend,,,,,
2347,1586009397,madcello27 (1/3),0,254.8,P Rafael Nadal P Gael Monfils P Naomi Osaka P Alexander Zverev P Julia Goerges P Taylor Townsend,,,,,
2347,1586012311,madcello27 (2/3),0,254.8,P Rafael Nadal P Gael Monfils P Naomi Osaka P Alexander Zverev P Julia Goerges P Taylor Townsend,,,,,
2347,1586012321,madcello27 (3/3),0,254.8,P Rafael Nadal P Gael Monfils P Naomi Osaka P Alexander Zverev P Julia Goerges P Taylor Townsend,,,,,
2347,1586028075,jjsm,0,254.8,P Rafael Nadal P Gael Monfils P Naomi Osaka P Alexander Zverev P Julia Goerges P Taylor Townsend,,,,,
2347,1586029086,mzuck80,0,254.8,P Rafael Nadal P Gael Monfils P Naomi Osaka P Alexander Zverev P Julia Goerges P Taylor Townsend,,,,,
2347,1586034887,wandam,0,254.8,P Rafael Nadal P Gael Monfils P Naomi Osaka P Alexander Zverev P Julia Goerges P Taylor Townsend,,,,,
2347,1586036681,Wini1962,0,254.8,P Rafael Nadal P Gael Monfils P Naomi Osaka P Alexander Zverev P Julia Goerges P Taylor Townsend,,,,,
2347,1586037453,davidm32,0,254.8,P Rafael Nadal P Gael Monfils P Naomi Osaka P Alexander Zverev P Julia Goerges P Taylor Townsend,,,,,
2347,1586041237,StoutX,0,254.8,P Rafael Nadal P Gael Monfils P Naomi Osaka P Alexander Zverev P Julia Goerges P Taylor Townsend,,,,,
2347,1586047164,joekarrtip,0,254.8,P Rafael Nadal P Gael Monfils P Naomi Osaka P Alexander Zverev P Julia Goerges P Taylor Townsend,,,,,
2347,1586047196,gators070,0,254.8,P Rafael Nadal P Gael Monfils P Naomi Osaka P Alexander Zverev P Julia Goerges P Taylor Townsend,,,,,
2347,1586047354,khmer19 (1/2),0,254.8,P Rafael Nadal P Gael Monfils P Naomi Osaka P Alexander Zverev P Julia Goerges P Taylor Townsend,,,,,
2347,1586050445,BurbsinNH,0,254.8,P Rafael Nadal P Gael Monfils P Naomi Osaka P Alexander Zverev P Julia Goerges P Taylor Townsend,,,,,
2347,1586066701,wamari425,0,254.8,P Rafael Nadal P Gael Monfils P Naomi Osaka P Alexander Zverev P Julia Goerges P Taylor Townsend,,,,,
2347,1586070813,jkman19 (4/4),0,254.8,P Rafael Nadal P Gael Monfils P Naomi Osaka P Alexander Zverev P Julia Goerges P Taylor Townsend,,,,,
2347,1586073539,Skipbidder (14/94),0,254.8,P Rafael Nadal P Gael Monfils P Naomi Osaka P Alexander Zverev P Julia Goerges P Taylor Townsend,,,,,
2347,1586074906,mk0999,0,254.8,P Rafael Nadal P Gael Monfils P Naomi Osaka P Alexander Zverev P Julia Goerges P Taylor Townsend,,,,,
2347,1586077733,Ramboh (41/94),0,254.8,P Rafael Nadal P Gael Monfils P Naomi Osaka P Alexander Zverev P Julia Goerges P Taylor Townsend,,,,,
2347,1586078781,dshocker42 (7/21),0,254.8,P Rafael Nadal P Gael Monfils P Naomi Osaka P Alexander Zverev P Julia Goerges P Taylor Townsend,,,,,
2347,1586085466,Kingkongo,0,254.8,P Rafael Nadal P Gael Monfils P Naomi Osaka P Alexander Zverev P Julia Goerges P Taylor Townsend,,,,,
2347,1586102676,JowgaLee (4/4),0,254.8,P Rafael Nadal P Gael Monfils P Naomi Osaka P Alexander Zverev P Julia Goerges P Taylor Townsend,,,,,
2347,1586116515,Jacardi,0,254.8,P Rafael Nadal P Gael Monfils P Naomi Osaka P Alexander Zverev P Julia Goerges P Taylor Townsend,,,,,
2347,1586119557,JBerg9er (1/10),0,254.8,P Rafael Nadal P Gael Monfils P Naomi Osaka P Alexander Zverev P Julia Goerges P Taylor Townsend,,,,,
2347,1586125760,mharach,0,254.8,P Rafael Nadal P Gael Monfils P Naomi Osaka P Alexander Zverev P Julia Goerges P Taylor Townsend,,,,,
2347,1586134881,itches13,0,254.8,P Rafael Nadal P Gael Monfils P Naomi Osaka P Alexander Zverev P Julia Goerges P Taylor Townsend,,,,,
2347,1586148602,yunobannon (2/2),0,254.8,P Rafael Nadal P Gael Monfils P Naomi Osaka P Alexander Zverev P Julia Goerges P Taylor Townsend,,,,,
2347,1586157842,trihard8 (14/30),0,254.8,P Rafael Nadal P Gael Monfils P Naomi Osaka P Alexander Zverev P Julia Goerges P Taylor Townsend,,,,,
2347,1586160021,hawaiihic,0,254.8,P Rafael Nadal P Gael Monfils P Naomi Osaka P Alexander Zverev P Julia Goerges P Taylor Townsend,,,,,
2347,1586160680,Lucky7713,0,254.8,P Rafael Nadal P Gael Monfils P Naomi Osaka P Alexander Zverev P Julia Goerges P Taylor Townsend,,,,,
2347,1586164566,jeter88 (12/13),0,254.8,P Rafael Nadal P Gael Monfils P Naomi Osaka P Alexander Zverev P Julia Goerges P Taylor Townsend,,,,,
2347,1586171923,eabrown82 (2/2),0,254.8,P Rafael Nadal P Gael Monfils P Naomi Osaka P Alexander Zverev P Julia Goerges P Taylor Townsend,,,,,
2347,1586175892,snowman_24 (1/2),0,254.8,P Rafael Nadal P Gael Monfils P Naomi Osaka P Alexander Zverev P Julia Goerges P Taylor Townsend,,,,,
2347,1586181276,jmwill13,0,254.8,P Rafael Nadal P Gael Monfils P Naomi Osaka P Alexander Zverev P Julia Goerges P Taylor Townsend,,,,,
2347,1586186085,dnell1 (3/3),0,254.8,P Rafael Nadal P Gael Monfils P Naomi Osaka P Alexander Zverev P Julia Goerges P Taylor Townsend,,,,,
2347,1586188320,Ijusthadasiezure (1/3),0,254.8,P Rafael Nadal P Gael Monfils P Naomi Osaka P Alexander Zverev P Julia Goerges P Taylor Townsend,,,,,
2347,1586192106,mlkbyeag,0,254.8,P Rafael Nadal P Gael Monfils P Naomi Osaka P Alexander Zverev P Julia Goerges P Taylor Townsend,,,,,
2347,1586192155,bric75 (5/94),0,254.8,P Rafael Nadal P Gael Monfils P Naomi Osaka P Alexander Zverev P Julia Goerges P Taylor Townsend,,,,,
2347,1586200742,msummers89,0,254.8,P Rafael Nadal P Gael Monfils P Naomi Osaka P Alexander Zverev P Julia Goerges P Taylor Townsend,,,,,
2391,1585986206,youngbloodsno (1/2),0,254.3,P Rafael Nadal P Bianca Vanessa Andreescu P Andrey Rublev P Julia Goerges P Belinda Bencic P Kristie Haerim Ahn,,,,,
2391,1585986246,youngbloodsno (2/2),0,254.3,P Rafael Nadal P Bianca Vanessa Andreescu P Andrey Rublev P Julia Goerges P Belinda Bencic P Kristie Haerim Ahn,,,,,
2391,1586090293,Cannn (46/47),0,254.3,P Rafael Nadal P Bianca Vanessa Andreescu P Andrey Rublev P Julia Goerges P Belinda Bencic P Kristie Haerim Ahn,,,,,
2391,1586125575,msg365 (65/94),0,254.3,P Rafael Nadal P Bianca Vanessa Andreescu P Andrey Rublev P Julia Goerges P Belinda Bencic P Kristie Haerim Ahn,,,,,
2391,1586134229,Pachamama_TheDoe (2/3),0,254.3,P Rafael Nadal P Bianca Vanessa Andreescu P Andrey Rublev P Julia Goerges P Belinda Bencic P Kristie Haerim Ahn,,,,,
2391,1586151297,Jlenkic8,0,254.3,P Rafael Nadal P Bianca Vanessa Andreescu P Andrey Rublev P Julia Goerges P Belinda Bencic P Kristie Haerim Ahn,,,,,
2391,1586193647,Adeepthret (2/4),0,254.3,P Rafael Nadal P Bianca Vanessa Andreescu P Andrey Rublev P Julia Goerges P Belinda Bencic P Kristie Haerim Ahn,,,,,
2391,1586195466,mjgregg99,0,254.3,P Rafael Nadal P Bianca Vanessa Andreescu P Andrey Rublev P Julia Goerges P Belinda Bencic P Kristie Haerim Ahn,,,,,
2399,1586100218,bmarcu (3/3),0,254,P Gael Monfils P Bianca Vanessa Andreescu P Andrey Rublev P Alexander Zverev P Belinda Bencic P Kristie Haerim Ahn,,,,,
2399,1586185337,JoeSchroeduh,0,254,P Gael Monfils P Bianca Vanessa Andreescu P Andrey Rublev P Alexander Zverev P Belinda Bencic P Kristie Haerim Ahn,,,,,
2401,1586203278,Adeepthret (4/4),0,252.75,P Bianca Vanessa Andreescu P Andrey Rublev P Diego Sebastian Schwartzman P Julia Goerges P Belinda Bencic P Kristie Haerim Ahn,,,,,
2402,1586077927,lukegattis (5/10),0,252.25,P Rafael Nadal P Bianca Vanessa Andreescu P Andrey Rublev P Donna Vekic P Julia Goerges P Kristie Haerim Ahn,,,,,
2402,1586092853,jauguste1 (3/3),0,252.25,P Rafael Nadal P Bianca Vanessa Andreescu P Andrey Rublev P Donna Vekic P Julia Goerges P Kristie Haerim Ahn,,,,,
2402,1586191879,egriffith80 (9/17),0,252.25,P Rafael Nadal P Bianca Vanessa Andreescu P Andrey Rublev P Donna Vekic P Julia Goerges P Kristie Haerim Ahn,,,,,
2405,1586125565,msg365 (55/94),0,251.85,P Rafael Nadal P Bianca Vanessa Andreescu P Alexander Zverev P Julia Goerges P Belinda Bencic P Kristie Haerim Ahn,,,,,
2406,1586129857,dominicaninja (17/41),0,251.75,P Gael Monfils P Elise Mertens P Naomi Osaka P Andrey Rublev P Taylor Townsend P Marin Cilic,,,,,
2406,1586157858,trihard8 (30/30),0,251.75,P Gael Monfils P Elise Mertens P Naomi Osaka P Andrey Rublev P Taylor Townsend P Marin Cilic,,,,,
2408,1585967744,AshIV,0,251.7,P Rafael Nadal P Bianca Vanessa Andreescu P Naomi Osaka P Alexander Zverev P Matteo Berrettini P Kristie Haerim Ahn,,,,,
2408,1586015327,phibeta,0,251.7,P Rafael Nadal P Bianca Vanessa Andreescu P Naomi Osaka P Alexander Zverev P Matteo Berrettini P Kristie Haerim Ahn,,,,,
2408,1586030310,Lexa87,0,251.7,P Rafael Nadal P Bianca Vanessa Andreescu P Naomi Osaka P Alexander Zverev P Matteo Berrettini P Kristie Haerim Ahn,,,,,
2408,1586070413,anth2622,0,251.7,P Rafael Nadal P Bianca Vanessa Andreescu P Naomi Osaka P Alexander Zverev P Matteo Berrettini P Kristie Haerim Ahn,,,,,
2408,1586072158,dixie3113 (3/3),0,251.7,P Rafael Nadal P Bianca Vanessa Andreescu P Naomi Osaka P Alexander Zverev P Matteo Berrettini P Kristie Haerim Ahn,,,,,
2408,1586073556,Skipbidder (31/94),0,251.7,P Rafael Nadal P Bianca Vanessa Andreescu P Naomi Osaka P Alexander Zverev P Matteo Berrettini P Kristie Haerim Ahn,,,,,
2408,1586079749,Cannn (15/47),0,251.7,P Rafael Nadal P Bianca Vanessa Andreescu P Naomi Osaka P Alexander Zverev P Matteo Berrettini P Kristie Haerim Ahn,,,,,
2408,1586080108,pianoclub (24/94),0,251.7,P Rafael Nadal P Bianca Vanessa Andreescu P Naomi Osaka P Alexander Zverev P Matteo Berrettini P Kristie Haerim Ahn,,,,,
2408,1586084389,Ramboh (84/94),0,251.7,P Rafael Nadal P Bianca Vanessa Andreescu P Naomi Osaka P Alexander Zverev P Matteo Berrettini P Kristie Haerim Ahn,,,,,
2408,1586105387,zsd1990,0,251.7,P Rafael Nadal P Bianca Vanessa Andreescu P Naomi Osaka P Alexander Zverev P Matteo Berrettini P Kristie Haerim Ahn,,,,,
2408,1586110006,dictator_teddy (14/94),0,251.7,P Rafael Nadal P Bianca Vanessa Andreescu P Naomi Osaka P Alexander Zverev P Matteo Berrettini P Kristie Haerim Ahn,,,,,
2408,1586125516,msg365 (6/94),0,251.7,P Rafael Nadal P Bianca Vanessa Andreescu P Naomi Osaka P Alexander Zverev P Matteo Berrettini P Kristie Haerim Ahn,,,,,
2408,1586158391,bullet1964,0,251.7,P Rafael Nadal P Bianca Vanessa Andreescu P Naomi Osaka P Alexander Zverev P Matteo Berrettini P Kristie Haerim Ahn,,,,,
